,title,url,author
269,Tech-driven change a key priority for new EC president,https://search.techcrunch.com/click/_ylt=AwrEzesC0s1gHRAA7SGnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130178/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f01%2f07%2ftech-driven-change-a-key-priority-for-new-ec-president%2f/RK=2/RS=0NNJQ2ibTC4Oi.vsgXYlxaMO6Ik-,By Natasha Lomas
270,"China nears completion of its GPS competitor, increasing the potential for internet Balkanization",https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA7TCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f28%2fchina-nears-completion-of-its-gps-competitor-increasing-the-potential-for-internet-balkanization%2f/RK=2/RS=.ZmO37Y2W3gzDvVfruB6xC3zmnw-,By Jonathan Shieber
271,Huawei reportedly got by with a lot of help from the Chinese government,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA7zCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f26%2fhuawei-reportedly-got-by-with-a-lot-of-help-from-the-chinese-government%2f/RK=2/RS=NPNiKAQjuGo2LimDCNxAqdHmzA4-,By Brian Heater
272,"This Week in Apps: The year and decade in review, gaming acquisitions and a Facebook OS",https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA8TCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f21%2fthis-week-in-apps-the-year-and-decade-in-review-gaming-acquisitions-and-a-facebook-os%2f/RK=2/RS=.yjmZB6O7chtb6QSDoUwSKiFR_M-,By Sarah Perez
273,Facebook acquires Madrid-based cloud gaming startup PlayGiga,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA8zCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f18%2ffacebook-acquires-madrid-based-cloud-gaming-startup-playgiga%2f/RK=2/RS=.JR7WI8ODgC4GoERpY4BDTVzudQ-,By Catherine Shu
274,Fourteen attorneys general will challenge T-Mobile and Sprint merger in court this week,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA9TCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f09%2ffourteen-attorneys-general-will-challenge-t-mobile-and-sprint-merger-in-court-this-week%2f/RK=2/RS=rtuiD2CtiMJCuAUikn7Be3bVLBw-,By Brian Heater
275,Niantic is working with Qualcomm on augmented reality glasses,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA9zCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f05%2fniantic-is-working-with-qualcomm-on-augmented-reality-glasses%2f/RK=2/RS=vaiwQLG090c_reNjYajz2uD_pTE-,By Greg Kumparak
276,Verizon and AWS announce 5G Edge computing partnership,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA.TCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f03%2fverizon-and-aws-announce-5g-edge-computing-partnership%2f/RK=2/RS=y4eJxUJffAq3_pTBwQAuxzXA9O0-,By Brian Heater
277,Qualcomm unveils Snapdragon 865 and 765 platforms,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA.zCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f03%2fqualcomm-unveils-snapdragon-865-and-765-platforms%2f/RK=2/RS=e5YsDrrWMVVYpsefZ6KXJlWyD1E-,By Brian Heater
278,T-Mobile opens pre-orders on two 5G phones as low-band network goes live,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA_TCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f02%2ft-mobile-opens-pre-orders-on-two-5g-phones-as-low-band-network-goes-live%2f/RK=2/RS=of.DNOmxd6ceaDkeIAY.Y5D01NY-,By Brian Heater
279,Xiaomi's Q3 earnings report shows slowing growth,https://search.techcrunch.com/click/_ylt=AwrE19MH0s1gm.gA_zCnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130183/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f11%2f27%2fxiaomi-earnings-q3-2019%2f/RK=2/RS=4LxFrmcZsiptnf8afWZw0Gvp1VE-,By Manish Singh
280,"The vast majority of US consumers aren’t spending $1,000+ on phones",https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoANLanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f11%2fthe-vast-majority-of-us-consumers-arent-spending-1000-on-phones%2f/RK=2/RS=GzCLD2ArHDJo4_9VKW311Vv6UTc-,By Brian Heater
281,Future iPhones could drop charging ports altogether,https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoANranBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f05%2ffuture-iphones-could-drop-charging-ports-altogether%2f/RK=2/RS=9JK1FmlvnFXSVBTPv2qNBawVFwo-,By Brian Heater
282,Verizon and AWS announce 5G Edge computing partnership,https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoAOLanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f03%2fverizon-and-aws-announce-5g-edge-computing-partnership%2f/RK=2/RS=mMajwDRth0xW6b4UXKbfySYI.Yw-,By Brian Heater
283,Qualcomm unveils Snapdragon 865 and 765 platforms,https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoAOranBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f03%2fqualcomm-unveils-snapdragon-865-and-765-platforms%2f/RK=2/RS=VliSO0G.rCyplsrseAyhFpK7F64-,By Brian Heater
284,"The Station: Canoo hits the road, Coup shutters and Samsung shifts",https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoAPLanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f12%2f02%2fthe-station-canoo-hits-the-road-coup-shutters-and-samsung-shifts%2f/RK=2/RS=Ttxycbg0.ocT2plrqbrxEMh5BF0-,By Kirsten Korosec
285,New smartphone figures highlight continued struggles to grow market,https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoAPranBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f11%2f26%2fnew-smartphone-figures-highlight-continued-struggles-to-grow-market%2f/RK=2/RS=2sU6Eb977EGAOPLFrJJnkvlV24E-,By Brian Heater
286,"European smartphone shipments grew in Q3, driven by Samsung",https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoAQLanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f11%2f25%2feuropean-smartphone-shipments-grew-in-q3-driven-by-samsung%2f/RK=2/RS=CFgdc7_WB4g1i8g3rynWfbst8b8-,By Brian Heater
287,"Xiaomi integrates earthquake alert system into MIUI OS, unveils Xiao AI 3.0 digital assistant",https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoAQranBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f11%2f19%2fxiaomi-quake-warning-xiao-ai-3%2f/RK=2/RS=.wC9jGG0C6ed6DIxDPwDTXRb40c-,By Manish Singh
288,Where top VCs are investing in real estate and proptech (Part 1 of 2),https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoARLanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f11%2f14%2fwhere-top-vcs-are-investing-in-real-estate-and-proptech-part-1-of-2%2f/RK=2/RS=JpOxeKcgZZAs1lmEd67wbRt62vY-,By Arman Tabatabai
289,FCC approves T-Mobile/Sprint merger despite serious concerns,https://search.techcrunch.com/click/_ylt=A0geJaYK0s1gTjoARranBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130187/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f11%2f05%2ffcc-approves-t-mobile-sprint-merger-despite-serious-concerns%2f/RK=2/RS=raODWEcBuIL.g4K7SYuzmkntmuY-,By Devin Coldewey
290,Verizon is giving its customers 12 free months of Disney+,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8ATC.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f10%2f22%2fverizon-is-giving-its-customers-12-free-months-of-disney%2f/RK=2/RS=Gs7pzHBGOlecxK1lVEOrDmb8BU8-,By Jonathan Shieber
291,Aurora Insight emerges from stealth with $18M and a new take on measuring wireless spectrum,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8ATi.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f10%2f22%2faurora-insight-emerges-from-stealth-with-18m-and-a-new-take-on-measuring-wireless-spectrum%2f/RK=2/RS=5T9FV7OLSKEQhRoo2FeXjh.yItc-,By Ingrid Lunden
292,Germany says it won't ban Huawei or any 5G supplier up front,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AUC.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f10%2f15%2fgermany-says-it-wont-ban-huawei-or-any-5g-supplier-up-front%2f/RK=2/RS=FiBqHmcYjeOcA._P_wBbx6OZsY4-,By Natasha Lomas
293,"Amid security concerns, the European Union puts 5G -- and Huawei -- under the microscope",https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AUi.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f10%2f11%2famid-security-concerns-the-european-union-puts-5g-and-huawei-under-the-microscope%2f/RK=2/RS=1nqgfluyZ2.En1_rSZ6hZ8i49lM-,By Jonathan Shieber
294,Polte raises $12.5 million to track devices using LTE signal,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AVC.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f10%2f11%2fpolte-raises-12-5-million-to-track-devices-using-lte-signal%2f/RK=2/RS=bvSIUMnZAh6an6GSQZXkR5Uon7w-,By Romain Dillet
295,Google’s Pixel 4 launches next week; here’s what we expect,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AVi.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f10%2f11%2fgoogles-pixel-4-launches-next-week-heres-what-we-expect%2f/RK=2/RS=vCOZA8V7_wtgBVU7XDz8.oz0e7U-,By Brian Heater
296,Apple introduces the iPhone 12 and HomePod Mini,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AWC.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2fvideo%2fapple-introduces-the-iphone-12-and-homepod-mini%2f/RK=2/RS=yJahc98nIwoEYXZtoe4TXPDpDEM-,By TC Video
297,Samsung will introduce five new devices at its upcoming Galaxy Note event,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AWS.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f20%2fsamsung-will-introduce-five-new-devices-at-its-upcoming-galaxy-note-event%2f/RK=2/RS=l_ntmISeH3i_LRw0jARuR_h.v7k-,By Brian Heater
298,Google invests $4.5 billion in India's Reliance Jio Platforms,https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AWy.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f15%2fgoogle-invests-4-5-billion-in-indias-reliance-jio-platforms%2f/RK=2/RS=r4tNAfj1CK.52Ddl1ChIO2Wwq3A-,By Manish Singh
299,"Daily Crunch: Behold, The TechCrunch List",https://search.techcrunch.com/click/_ylt=AwrE1x4O0s1gWW8AXS.nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130190/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f14%2fdaily-crunch-techcrunch-list%2f/RK=2/RS=lPUZO.Mhjmk7xR4PbR9PS.grp74-,By Anthony Ha
300,The Mate 30 is a moment of truth for Huawei,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAqQqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2019%2f09%2f19%2fthe-mate-30-is-a-moment-of-truth-for-huawei%2f/RK=2/RS=a7nMpaZP4_EwqiK3HUqM.lNn2hI-,By Brian Heater
301,"Innovation Break: Identifying Overhyped Technology Trends with James Allworth (Cloudflare), George...",https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAqwqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2fwww.snappytv.com%2fsnaps%2f11977810/RK=2/RS=TWY.oeguXFlHr9A8rMPDCVcXAeo-,By TechCrunch
302,Apple introduces the iPhone 12 and HomePod Mini,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UArAqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2fvideo%2fapple-introduces-the-iphone-12-and-homepod-mini%2f/RK=2/RS=dTjOoZhSanXe9OI6SDReDRlqHcA-,By TC Video
303,Lenovo brings some unique features to its new gaming phone,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UArQqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f22%2flenovo-brings-some-unique-features-to-its-new-gaming-phone%2f/RK=2/RS=pyG8riAhrNxLLHmT7UtOAmfB4hg-,By Brian Heater
304,The 5G version of Samsung’s foldable Galaxy Z Flip arrives August 7,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UArwqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f22%2fthe-5g-version-of-samsungs-foldable-galaxy-z-flip-arrives-august-7%2f/RK=2/RS=l1gArES50xnXKh_6Bm3At24Tic8-,By Brian Heater
305,Google invests $4.5 billion in India's Reliance Jio Platforms,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAsQqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f15%2fgoogle-invests-4-5-billion-in-indias-reliance-jio-platforms%2f/RK=2/RS=Jowqq7G9O_S9vvQdhUWMLkkr9G0-,By Manish Singh
306,China Roundup: Tech giants take stance on Beijing's data control in Hong Kong,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAswqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f12%2fchina-roundup-hong-kong-data-control%2f/RK=2/RS=ZnA38iYXWplRpdTDOmbZIoey8J8-,By Rita Liao
307,Qualcomm to invest $97 million in India's Reliance Jio Platforms,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAtQqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f12%2fqualcomm-to-invest-97-million-in-indias-reliance-jio-platforms%2f/RK=2/RS=TGEbLYPpm4V7wWOLzjBhI9gJxX8-,By Manish Singh
308,US government may finalize ban on federal contractors using equipment from Huawei this week,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAtwqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f09%2fu-s-government-may-finalize-ban-on-federal-contractors-using-equipment-from-huawei-this-week%2f/RK=2/RS=GKj3dX39rWJ87W1UzaazqWuJhh8-,By Catherine Shu
309,The best Wi-Fi 6 home networking tech to upgrade your setup,https://search.techcrunch.com/click/_ylt=AwrJ6SQR0s1gu7UAuQqnBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130193/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f09%2fthe-best-wifi-6-home-networking-tech-to-upgrade-your-setup%2f/RK=2/RS=JFGboF3lynuXvkTKUZGu73w5VrU-,By Darrell Etherington
310,"Daily Crunch: Behold, The TechCrunch List",https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A0K2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f14%2fdaily-crunch-techcrunch-list%2f/RK=2/RS=DyXOzoHLb7M5bdTUMdEEHcf5FC0-,By Anthony Ha
311,Huawei posts revenue growth in H1 despite sanctions and pandemic,https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A0q2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f13%2fhuawei-h1-2020%2f/RK=2/RS=caBlJl1HCZaO5hJBtfVpK7IQbRU-,By Rita Liao
312,"Rapid Huawei rip-out could cause outages and security risks, warns UK telco",https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A1K2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f13%2frapid-huawei-rip-out-could-cause-outages-and-security-risks-warns-uk-telco%2f/RK=2/RS=kcW_xuBATvLSEhFG6jMPBYyAHHk-,By Natasha Lomas
313,China Roundup: Tech giants take stance on Beijing's data control in Hong Kong,https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A1q2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f12%2fchina-roundup-hong-kong-data-control%2f/RK=2/RS=kZGZKILr62z97fL4pjwhnVEFpVs-,By Rita Liao
314,The best Wi-Fi 6 home networking tech to upgrade your setup,https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A2K2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f09%2fthe-best-wifi-6-home-networking-tech-to-upgrade-your-setup%2f/RK=2/RS=T7KDnankQQA83Co7udHWxOjKmnc-,By Darrell Etherington
315,"This Week in Apps: India bans Chinese apps, Apple freezes game updates in China, iOS developer...",https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A2q2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f04%2fthis-week-in-apps-india-bans-chinese-apps-apple-freezes-game-updates-in-china-ios-developer-backlash-continues%2f/RK=2/RS=id47N6mMTGBWoFQTgAKaMjBTZZA-,By Sarah Perez
316,"Sprint 5G is no more, as T-Mobile focuses on its own network",https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A3K2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f02%2fsprint-5g-is-no-more-as-t-mobile-focuses-on-its-own-network%2f/RK=2/RS=ufcNUfCeyQg_3000fPyoPaKkOnk-,By Brian Heater
317,OnePlus will return to its budget roots with the launch of Nord,https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A3q2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f06%2f30%2foneplus-will-return-to-its-budget-roots-with-the-launch-of-nord%2f/RK=2/RS=Duee.mAPRFsBbXvcshdHpmTgEu8-,By Brian Heater
318,Four views: How will the work visa ban affect tech and which changes will last?,https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A4K2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f06%2f28%2ffour-views-how-will-the-work-visa-ban-affect-tech-and-which-changes-will-last%2f/RK=2/RS=UYofeVonRFW2AsSyyx5i6O7BK48-,"By Walter Thompson, Danny Crichton, Zack Whittaker, Alex Wilhelm and Natasha Mascarenhas"
319,Qualcomm’s new robotics development platform is 5G-enabled,https://search.techcrunch.com/click/_ylt=A2KIbMcT0s1g938A4q2nBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130195/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f06%2f17%2fqualcomms-new-robotics-development-platform-is-5g-enabled%2f/RK=2/RS=lGtHZA7xNaqlQn6gQMdao5swaNQ-,By Brian Heater
320,The best Wi-Fi 6 home networking tech to upgrade your setup,https://search.techcrunch.com/click/_ylt=AwrJ6SQV0s1g0ioAdfanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130198/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f09%2fthe-best-wifi-6-home-networking-tech-to-upgrade-your-setup%2f/RK=2/RS=i5Y0PSxLO2eQwVuUuHVKeV4R45o-,By Darrell Etherington
321,"Sprint 5G is no more, as T-Mobile focuses on its own network",https://search.techcrunch.com/click/_ylt=AwrJ6SQV0s1g0ioAd_anBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130198/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f02%2fsprint-5g-is-no-more-as-t-mobile-focuses-on-its-own-network%2f/RK=2/RS=5T0FTuBANlDlHKTvLChXMjD8qGg-,By Brian Heater
322,Uber adds another director to its board: Flex CEO Revathi Advaithi,https://search.techcrunch.com/click/_ylt=AwrJ6SQV0s1g0ioAefanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130198/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f07%2f02%2fuber-adds-another-independent-director-to-its-board-flex-ceo-revathi-advaithi%2f/RK=2/RS=mHSNpY.36.QfsC3nIW20RzE9H6E-,By Connie Loizos
323,"FCC formally declares Huawei, ZTE 'national security threats'",https://search.techcrunch.com/click/_ylt=AwrJ6SQV0s1g0ioAe_anBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130198/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f06%2f30%2ffcc-huawei-zte-national-security%2f/RK=2/RS=NrE0wZ558KBJ5JQyePk3o.y9EVA-,By Zack Whittaker and Devin Coldewey
324,OnePlus will return to its budget roots with the launch of Nord,https://search.techcrunch.com/click/_ylt=AwrJ6SQV0s1g0ioAffanBWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1624130198/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2020%2f06%2f30%2foneplus-will-return-to-its-budget-roots-with-the-launch-of-nord%2f/RK=2/RS=W.UNMaO68RNXsN.0v.XeLBaGfXI-,By Brian Heater
